IDTransacción;ClaveFecha;IDCliente;IDProducto;IDTienda;Cantidad;Descuento;MetodoPago
T01586;8/10/2024;C131;P028;S005;4;0;Bank Transfer
T01587;20/10/2024;C016;P041;S003;4;0.15;Cash
T01588;28/12/2023;C124;P041;S001;4;0.05;Cash
T01589;19/11/2024;C069;P020;S005;5;0;Credit Card
T01590;7/09/2024;C196;P004;S005;2;0.1;Mobile Money
T01591;27/10/2023;C115;P002;S001;5;0.05;Credit Card
T01592;5/09/2024;C096;P049;S005;2;0.05;Mobile Money
T01593;12/03/2024;C143;P030;S004;1;0;Mobile Money
T01594;10/07/2024;C159;P047;S003;2;0;Cash
T01595;6/12/2023;C124;P011;S003;5;0.1;Mobile Money
T01596;11/06/2025;C090;P015;S002;5;0.1;Cash
T01597;12/09/2024;C042;P045;S005;5;0;Bank Transfer
T01598;1/10/2023;C023;P019;S004;1;0.05;Bank Transfer
T01599;24/07/2024;C111;P043;S002;5;0.1;Bank Transfer
T01600;30/10/2024;C163;P003;S003;4;0.1;Credit Card
T01601;25/08/2025;C170;P033;S003;3;0.05;Mobile Money
T01602;3/02/2024;C154;P037;S003;1;0.05;Cash
T01603;26/03/2024;C156;P014;S004;1;0;Credit Card
T01604;4/06/2025;C106;P011;S005;4;0.15;Cash
T01605;13/05/2025;C167;P030;S001;5;0;Mobile Money
T01606;8/11/2024;C173;P023;S001;3;0.15;Bank Transfer
T01607;2/09/2024;C100;P006;S002;1;0;Mobile Money
T01608;2/04/2025;C095;P035;S002;4;0;Credit Card
T01609;7/10/2023;C191;P049;S001;3;0.1;Credit Card
T01610;14/01/2025;C024;P027;S005;3;0.05;Credit Card
T01611;4/12/2024;C127;P026;S003;1;0.1;Mobile Money
T01612;23/02/2025;C181;P039;S005;2;0;Credit Card
T01613;10/01/2024;C164;P006;S004;1;0.1;Mobile Money
T01614;20/09/2023;C044;P033;S005;2;0.05;Cash
T01615;20/11/2023;C151;P032;S002;1;0.05;Bank Transfer
T01616;30/05/2025;C146;P002;S002;5;0.1;Credit Card
T01617;23/08/2025;C174;P003;S001;5;0.1;Mobile Money
T01618;2/03/2025;C001;P003;S004;1;0.1;Mobile Money
T01619;21/01/2024;C105;P033;S003;1;0.15;Mobile Money
T01620;30/03/2025;C093;P026;S005;1;0.05;Cash
T01621;11/08/2025;C072;P025;S004;5;0.15;Bank Transfer
T01622;3/03/2025;C002;P035;S004;2;0.1;Cash
T01623;3/09/2024;C147;P032;S001;2;0.15;Cash
T01624;5/08/2025;C064;P011;S002;2;0.1;Bank Transfer
T01625;7/01/2024;C017;P027;S001;1;0.15;Mobile Money
T01626;22/06/2024;C007;P040;S005;3;0.1;Credit Card
T01627;10/04/2024;C028;P029;S004;2;0.1;Cash
T01628;31/12/2024;C086;P027;S005;2;0;Mobile Money
T01629;28/10/2024;C196;P044;S001;4;0;Cash
T01630;8/05/2025;C016;P042;S001;4;0.1;Cash
T01631;31/07/2025;C033;P007;S001;4;0;Bank Transfer
T01632;10/08/2024;C157;P008;S004;1;0;Cash
T01633;25/06/2024;C144;P006;S001;3;0.15;Mobile Money
T01634;14/10/2024;C025;P047;S005;4;0.05;Cash
T01635;27/07/2024;C117;P024;S004;4;0.15;Cash
T01636;9/09/2024;C087;P033;S001;4;0.1;Credit Card
T01637;26/05/2024;C028;P016;S001;1;0;Credit Card
T01638;5/08/2025;C147;P014;S002;5;0.1;Bank Transfer
T01639;25/07/2024;C108;P005;S004;5;0.15;Credit Card
T01640;7/09/2025;C063;P011;S002;1;0;Credit Card
T01641;18/09/2023;C080;P046;S005;4;0.1;Bank Transfer
T01642;22/08/2025;C150;P047;S005;2;0.05;Mobile Money
T01643;21/01/2024;C080;P001;S005;3;0.1;Bank Transfer
T01644;1/03/2024;C003;P018;S005;5;0.05;Cash
T01645;22/10/2023;C061;P037;S005;5;0;Mobile Money
T01646;27/12/2023;C089;P038;S002;2;0.05;Cash
T01647;20/11/2023;C088;P026;S002;4;0.15;Bank Transfer
T01648;22/05/2025;C149;P019;S005;3;0.1;Mobile Money
T01649;12/02/2025;C085;P040;S002;1;0.15;Cash
T01650;10/12/2024;C127;P033;S002;1;0.05;Credit Card
T01651;18/08/2024;C120;P021;S005;2;0.05;Mobile Money
T01652;30/03/2024;C189;P004;S003;4;0.05;Mobile Money
T01653;8/08/2025;C048;P036;S001;3;0;Cash
T01654;5/06/2024;C092;P006;S001;5;0;Credit Card
T01655;8/01/2025;C075;P003;S004;2;0.1;Cash
T01656;1/05/2025;C008;P009;S002;2;0.1;Credit Card
T01657;1/12/2023;C057;P048;S003;2;0.1;Credit Card
T01658;3/01/2025;C046;P018;S002;1;0.05;Bank Transfer
T01659;9/02/2024;C026;P001;S001;2;0.15;Cash
T01660;10/02/2024;C087;P003;S002;3;0.15;Credit Card
T01661;26/10/2023;C095;P015;S003;2;0.15;Cash
T01662;7/11/2024;C031;P031;S002;2;0.05;Credit Card
T01663;19/07/2025;C137;P047;S004;3;0.1;Mobile Money
T01664;25/01/2025;C163;P020;S002;1;0.05;Bank Transfer
T01665;17/01/2024;C039;P036;S003;2;0;Bank Transfer
T01666;3/01/2024;C033;P048;S005;5;0.15;Credit Card
T01667;18/02/2025;C187;P022;S001;4;0;Credit Card
T01668;30/08/2025;C131;P042;S004;5;0.1;Mobile Money
T01669;26/01/2025;C133;P002;S004;2;0.1;Bank Transfer
T01670;21/06/2024;C135;P026;S004;4;0.15;Bank Transfer
T01671;13/12/2023;C149;P043;S004;5;0;Credit Card
T01672;18/07/2024;C057;P003;S002;4;0.05;Mobile Money
T01673;4/05/2024;C056;P009;S003;4;0.15;Credit Card
T01674;5/12/2024;C096;P021;S003;5;0;Credit Card
T01675;19/05/2024;C193;P021;S001;3;0.15;Bank Transfer
T01676;28/01/2025;C059;P038;S005;1;0.15;Bank Transfer
T01677;15/11/2023;C110;P037;S004;4;0.15;Mobile Money
T01678;6/02/2024;C095;P050;S004;3;0.1;Mobile Money
T01679;9/08/2024;C007;P050;S002;4;0.05;Bank Transfer
T01680;15/09/2023;C166;P044;S001;3;0;Bank Transfer
T01681;22/06/2024;C129;P029;S005;5;0;Bank Transfer
T01682;27/09/2024;C059;P005;S001;1;0;Bank Transfer
T01683;22/11/2023;C010;P039;S005;2;0.1;Credit Card
T01684;7/11/2024;C173;P012;S003;3;0.1;Bank Transfer
T01685;11/08/2024;C049;P035;S005;2;0.1;Cash
T01686;1/10/2023;C198;P036;S003;3;0.1;Mobile Money
T01687;20/06/2024;C104;P036;S005;1;0.15;Credit Card
T01688;5/10/2023;C102;P027;S002;2;0.05;Mobile Money
T01689;4/05/2025;C060;P009;S005;5;0.15;Mobile Money
T01690;5/03/2025;C088;P008;S001;3;0.05;Mobile Money
T01691;26/04/2024;C198;P022;S004;2;0.15;Mobile Money
T01692;5/12/2023;C143;P046;S001;3;0.05;Credit Card
T01693;3/10/2024;C079;P040;S001;4;0.1;Bank Transfer
T01694;3/07/2024;C058;P033;S004;4;0.15;Bank Transfer
T01695;6/07/2024;C084;P010;S005;1;0;Credit Card
T01696;9/10/2024;C040;P024;S003;5;0.15;Mobile Money
T01697;9/03/2024;C053;P003;S004;1;0.15;Credit Card
T01698;17/08/2024;C122;P036;S001;3;0.15;Bank Transfer
T01699;19/01/2025;C024;P034;S002;1;0.05;Cash
T01700;9/05/2024;C177;P047;S005;4;0;Credit Card
T01701;25/03/2025;C051;P032;S001;4;0.1;Credit Card
T01702;23/05/2024;C060;P041;S003;5;0;Mobile Money
T01703;22/01/2025;C015;P036;S003;5;0;Credit Card
T01704;5/11/2023;C084;P046;S004;4;0.05;Cash
T01705;9/12/2023;C034;P032;S005;4;0.15;Cash
T01706;28/05/2025;C100;P001;S002;2;0.05;Bank Transfer
T01707;5/03/2025;C111;P048;S004;2;0.1;Credit Card
T01708;8/07/2025;C129;P041;S004;3;0.05;Cash
T01709;10/10/2024;C037;P016;S004;1;0.15;Credit Card
T01710;12/02/2025;C135;P025;S003;5;0.15;Mobile Money
T01711;17/09/2023;C119;P028;S005;1;0;Bank Transfer
T01712;15/11/2024;C166;P006;S004;3;0.1;Mobile Money
T01713;4/10/2024;C157;P027;S002;4;0.05;Credit Card
T01714;11/10/2023;C159;P008;S004;4;0.15;Credit Card
T01715;9/08/2025;C179;P023;S005;1;0.15;Cash
T01716;4/07/2024;C062;P009;S002;3;0.1;Cash
T01717;19/01/2024;C179;P003;S002;4;0.15;Cash
T01718;20/09/2023;C095;P050;S001;1;0.1;Mobile Money
T01719;20/09/2024;C116;P022;S002;3;0.05;Cash
T01720;24/08/2025;C119;P037;S001;1;0.15;Mobile Money
T01721;15/02/2024;C088;P042;S004;2;0.15;Cash
T01722;27/09/2024;C003;P045;S003;1;0.05;Bank Transfer
T01723;26/05/2024;C172;P025;S004;4;0.15;Cash
T01724;10/08/2025;C022;P013;S005;2;0.15;Credit Card
T01725;26/06/2024;C121;P015;S003;2;0.05;Cash
T01726;13/09/2023;C156;P040;S001;2;0.1;Cash
T01727;18/05/2025;C137;P036;S004;2;0;Cash
T01728;19/05/2024;C174;P018;S003;2;0.15;Bank Transfer
T01729;24/08/2025;C046;P033;S002;1;0.05;Mobile Money
T01730;22/08/2025;C179;P002;S001;5;0;Mobile Money
T01731;8/06/2025;C177;P011;S003;4;0;Cash
T01732;28/12/2024;C013;P034;S004;2;0.05;Bank Transfer
T01733;15/09/2024;C062;P046;S002;1;0;Mobile Money
T01734;2/04/2024;C008;P032;S001;3;0.05;Cash
T01735;11/08/2025;C057;P018;S001;2;0.05;Cash
T01736;5/08/2024;C107;P050;S005;1;0.1;Bank Transfer
T01737;29/07/2024;C144;P006;S002;5;0.05;Mobile Money
T01738;28/07/2025;C110;P010;S001;2;0.05;Cash
T01739;21/09/2023;C092;P033;S003;2;0;Mobile Money
T01740;8/09/2025;C168;P050;S003;1;0.15;Credit Card
T01741;29/06/2024;C118;P013;S002;1;0.1;Bank Transfer
T01742;24/04/2024;C012;P004;S001;2;0.15;Bank Transfer
T01743;8/07/2024;C197;P024;S005;4;0;Credit Card
T01744;19/08/2024;C065;P019;S001;5;0.1;Mobile Money
T01745;20/02/2024;C174;P040;S002;3;0.05;Bank Transfer
T01746;22/03/2025;C171;P001;S004;1;0.1;Cash
T01747;1/05/2024;C156;P007;S005;4;0.15;Credit Card
T01748;24/06/2024;C129;P047;S005;1;0.05;Cash
T01749;1/04/2025;C158;P014;S001;3;0.05;Mobile Money
T01750;25/06/2024;C194;P050;S002;5;0;Cash
T01751;26/05/2025;C036;P013;S003;4;0.1;Credit Card
T01752;2/10/2024;C039;P010;S004;2;0;Credit Card
T01753;11/12/2024;C186;P027;S005;4;0.1;Credit Card
T01754;21/09/2024;C072;P049;S003;1;0.15;Bank Transfer
T01755;10/10/2023;C193;P017;S001;2;0.1;Bank Transfer
T01756;4/10/2024;C063;P048;S002;5;0;Credit Card
T01757;24/12/2024;C176;P003;S002;5;0.15;Bank Transfer
T01758;23/03/2025;C047;P047;S004;1;0;Mobile Money
T01759;31/10/2023;C018;P026;S002;1;0.05;Credit Card
T01760;3/07/2024;C033;P001;S001;2;0.05;Credit Card
T01761;30/04/2025;C130;P011;S001;4;0.15;Bank Transfer
T01762;21/09/2024;C043;P013;S002;2;0.15;Credit Card
T01763;27/10/2024;C156;P027;S002;3;0.1;Mobile Money
T01764;27/05/2025;C163;P008;S002;3;0.15;Cash
T01765;13/05/2025;C093;P033;S004;4;0.05;Mobile Money
T01766;18/03/2024;C113;P014;S004;5;0.15;Credit Card
T01767;7/05/2024;C124;P034;S001;4;0.15;Cash
T01768;13/10/2023;C195;P019;S003;5;0.05;Credit Card
T01769;9/09/2025;C066;P022;S004;4;0.1;Mobile Money
T01770;18/06/2025;C073;P028;S004;5;0.15;Cash
T01771;13/01/2024;C086;P016;S002;4;0.05;Credit Card
T01772;10/10/2023;C049;P035;S001;1;0.1;Mobile Money
T01773;17/08/2025;C104;P043;S004;4;0.1;Mobile Money
T01774;30/08/2024;C126;P029;S003;5;0;Mobile Money
T01775;9/03/2025;C010;P030;S001;4;0.05;Credit Card
T01776;22/04/2025;C196;P026;S004;3;0.1;Mobile Money
T01777;5/05/2025;C163;P010;S003;1;0.15;Mobile Money
T01778;4/08/2025;C189;P033;S002;2;0.15;Cash
T01779;20/04/2024;C093;P022;S001;2;0.1;Mobile Money
T01780;2/02/2025;C175;P038;S002;3;0.05;Credit Card
T01781;22/07/2025;C004;P035;S001;1;0.15;Mobile Money
T01782;22/09/2023;C181;P028;S005;1;0.05;Mobile Money
T01783;19/03/2024;C043;P026;S004;3;0.1;Mobile Money
T01784;12/10/2024;C151;P026;S003;4;0;Cash
T01785;4/11/2023;C163;P022;S005;3;0.05;Bank Transfer
T01786;27/07/2025;C192;P008;S002;4;0.1;Cash
T01787;2/10/2023;C044;P021;S004;1;0;Cash
T01788;8/04/2024;C199;P038;S004;5;0.15;Bank Transfer
T01789;3/06/2024;C188;P049;S004;2;0.05;Bank Transfer
T01790;27/09/2023;C048;P048;S002;2;0.15;Credit Card
T01791;18/06/2025;C129;P040;S001;4;0.05;Credit Card
T01792;11/01/2025;C052;P007;S001;2;0.05;Bank Transfer
T01793;21/11/2024;C105;P004;S004;5;0;Credit Card
T01794;5/10/2024;C021;P024;S003;1;0.15;Cash
T01795;20/04/2024;C071;P021;S001;3;0;Credit Card
T01796;12/05/2025;C123;P034;S004;1;0;Cash
T01797;22/04/2024;C069;P014;S001;5;0;Cash
T01798;3/02/2024;C055;P043;S005;1;0.15;Bank Transfer
T01799;16/07/2024;C125;P028;S004;3;0.15;Bank Transfer
T01800;10/11/2023;C095;P006;S003;3;0.05;Bank Transfer
T01801;6/01/2025;C171;P026;S004;4;0;Bank Transfer
T01802;22/06/2024;C085;P037;S001;1;0.15;Mobile Money
T01803;3/02/2024;C186;P009;S002;1;0;Bank Transfer
T01804;5/01/2025;C180;P039;S002;3;0.15;Mobile Money
T01805;7/01/2024;C132;P005;S004;2;0;Bank Transfer
T01806;9/05/2025;C005;P033;S003;1;0.1;Mobile Money
T01807;25/07/2025;C060;P045;S005;4;0.15;Cash
T01808;3/06/2024;C090;P023;S004;4;0;Mobile Money
T01809;22/07/2024;C076;P015;S005;2;0.05;Cash
T01810;18/10/2023;C033;P019;S004;1;0.1;Mobile Money
T01811;21/09/2024;C044;P024;S004;1;0.15;Credit Card
T01812;8/10/2024;C063;P021;S002;2;0;Cash
T01813;6/08/2024;C112;P046;S001;2;0.1;Mobile Money
T01814;21/06/2025;C197;P035;S003;2;0.1;Mobile Money
T01815;31/12/2023;C172;P039;S001;2;0.15;Cash
T01816;13/03/2025;C178;P043;S003;2;0;Bank Transfer
T01817;13/09/2024;C097;P004;S004;5;0.15;Credit Card
T01818;27/08/2024;C058;P019;S003;1;0.1;Cash
T01819;11/11/2024;C029;P037;S001;3;0.05;Cash
T01820;25/01/2024;C147;P013;S003;2;0.1;Mobile Money
T01821;23/10/2024;C148;P040;S001;3;0;Credit Card
T01822;8/10/2024;C100;P008;S004;3;0.1;Credit Card
T01823;9/09/2024;C134;P039;S005;5;0.05;Cash
T01824;23/02/2025;C102;P026;S001;5;0.15;Bank Transfer
T01825;15/12/2023;C038;P009;S003;2;0.15;Mobile Money
T01826;19/01/2025;C038;P002;S005;3;0.05;Cash
T01827;18/09/2023;C154;P022;S003;3;0;Bank Transfer
T01828;15/04/2024;C181;P049;S005;4;0.05;Mobile Money
T01829;2/01/2024;C075;P041;S004;1;0.1;Credit Card
T01830;25/02/2024;C184;P034;S002;2;0;Credit Card
T01831;8/10/2024;C125;P047;S004;3;0.05;Cash
T01832;9/08/2024;C141;P049;S004;3;0.15;Mobile Money
T01833;20/02/2025;C090;P004;S004;4;0;Bank Transfer
T01834;9/05/2025;C073;P020;S002;5;0.15;Cash
T01835;23/07/2025;C034;P046;S003;5;0;Bank Transfer
T01836;25/08/2025;C118;P025;S002;5;0.05;Mobile Money
T01837;22/01/2025;C179;P049;S004;3;0.05;Credit Card
T01838;24/08/2024;C056;P046;S002;1;0.1;Cash
T01839;22/06/2025;C174;P020;S002;4;0.15;Credit Card
T01840;18/11/2023;C015;P026;S001;3;0.15;Credit Card
T01841;9/03/2024;C014;P029;S001;5;0.1;Mobile Money
T01842;5/04/2024;C039;P030;S004;2;0;Cash
T01843;21/10/2023;C062;P009;S004;4;0.1;Credit Card
T01844;20/11/2024;C168;P038;S004;1;0.15;Mobile Money
T01845;16/12/2024;C071;P017;S004;3;0;Cash
T01846;6/11/2023;C030;P003;S001;1;0.15;Credit Card
T01847;28/03/2025;C006;P041;S005;5;0.15;Bank Transfer
T01848;23/03/2024;C178;P003;S001;5;0.05;Mobile Money
T01849;17/06/2024;C124;P040;S004;3;0.05;Cash
T01850;28/02/2025;C084;P041;S001;5;0.05;Mobile Money
T01851;2/05/2025;C180;P037;S001;4;0.15;Cash
T01852;15/12/2024;C133;P013;S005;5;0;Credit Card
T01853;25/12/2024;C169;P002;S001;2;0.05;Cash
T01854;3/11/2024;C143;P005;S004;3;0;Cash
T01855;1/11/2024;C033;P004;S005;2;0.05;Cash
T01856;28/11/2024;C144;P035;S003;1;0;Cash
T01857;16/06/2025;C130;P039;S003;3;0.05;Mobile Money
T01858;3/04/2024;C169;P017;S001;2;0.1;Cash
T01859;13/06/2025;C133;P011;S003;5;0.15;Credit Card
T01860;5/06/2024;C148;P009;S004;3;0.1;Credit Card
T01861;6/03/2024;C177;P022;S001;1;0.05;Cash
T01862;19/09/2023;C049;P041;S002;3;0.05;Credit Card
T01863;11/05/2025;C155;P040;S005;2;0.1;Bank Transfer
T01864;27/01/2025;C033;P040;S005;4;0;Bank Transfer
T01865;1/01/2025;C067;P017;S004;2;0.15;Mobile Money
T01866;24/04/2025;C022;P024;S003;4;0.05;Credit Card
T01867;26/02/2025;C019;P033;S003;2;0.1;Credit Card
T01868;28/03/2025;C108;P041;S002;3;0.15;Mobile Money
T01869;13/03/2025;C007;P011;S005;2;0;Bank Transfer
T01870;24/07/2025;C032;P026;S005;1;0.15;Cash
T01871;23/09/2024;C085;P042;S001;3;0.1;Bank Transfer
T01872;28/03/2025;C038;P008;S002;3;0;Cash
T01873;20/04/2025;C097;P004;S002;4;0;Cash
T01874;12/01/2024;C045;P037;S005;3;0.15;Cash
T01875;26/07/2025;C136;P023;S003;5;0.1;Bank Transfer
T01876;25/11/2024;C156;P003;S001;1;0.05;Bank Transfer
T01877;14/01/2024;C193;P002;S004;2;0.1;Mobile Money
T01878;24/11/2024;C123;P011;S005;2;0.1;Cash
T01879;2/09/2025;C176;P003;S005;2;0.05;Credit Card
T01880;25/03/2024;C097;P020;S005;3;0;Bank Transfer
T01881;20/12/2023;C182;P032;S002;5;0.15;Mobile Money
T01882;26/05/2025;C047;P004;S004;3;0.15;Bank Transfer
T01883;27/07/2025;C071;P033;S004;5;0.05;Bank Transfer
T01884;12/03/2025;C163;P027;S001;3;0.15;Bank Transfer
T01885;9/11/2023;C024;P021;S001;1;0.05;Cash
T01886;21/08/2025;C043;P046;S005;1;0;Bank Transfer
T01887;9/12/2024;C142;P033;S004;1;0.15;Credit Card
T01888;20/09/2024;C123;P014;S004;5;0;Mobile Money
T01889;12/09/2023;C004;P030;S005;2;0;Mobile Money
T01890;23/09/2024;C180;P043;S005;3;0.05;Cash
T01891;9/03/2025;C156;P009;S004;2;0.05;Credit Card
T01892;21/04/2024;C020;P010;S003;2;0.1;Cash
T01893;2/06/2024;C109;P002;S004;4;0.05;Bank Transfer
T01894;28/08/2025;C029;P040;S003;2;0;Bank Transfer
T01895;23/02/2025;C077;P028;S004;3;0.1;Credit Card
T01896;30/05/2025;C001;P009;S005;4;0.05;Bank Transfer
T01897;3/01/2024;C165;P047;S005;1;0.15;Mobile Money
T01898;5/02/2025;C015;P018;S003;1;0.15;Bank Transfer
T01899;11/11/2024;C077;P016;S003;1;0;Bank Transfer
T01900;3/06/2025;C185;P050;S002;4;0.1;Cash
T01901;21/10/2024;C026;P041;S004;4;0.05;Cash
T01902;14/01/2024;C136;P025;S005;2;0.15;Cash
T01903;30/09/2023;C125;P049;S001;2;0.1;Credit Card
T01904;6/08/2024;C121;P013;S004;3;0.1;Bank Transfer
T01905;9/09/2025;C110;P023;S002;5;0.1;Cash
T01906;10/02/2024;C113;P024;S004;2;0.05;Bank Transfer
T01907;1/05/2024;C192;P027;S004;1;0.1;Credit Card
T01908;1/09/2024;C029;P046;S002;3;0;Credit Card
T01909;30/09/2024;C102;P048;S004;3;0;Credit Card
T01910;14/09/2023;C171;P041;S002;4;0.1;Cash
T01911;28/08/2025;C108;P050;S004;5;0.15;Credit Card
T01912;21/09/2023;C084;P036;S004;5;0.15;Credit Card
T01913;29/02/2024;C029;P047;S001;1;0.05;Credit Card
T01914;9/02/2025;C089;P032;S005;1;0.05;Cash
T01915;17/09/2023;C174;P034;S003;4;0;Mobile Money
T01916;30/12/2023;C123;P021;S003;3;0.15;Cash
T01917;9/06/2025;C195;P001;S004;2;0.05;Credit Card
T01918;13/08/2025;C064;P004;S003;1;0.1;Credit Card
T01919;29/10/2024;C171;P017;S004;2;0.15;Cash
T01920;25/04/2024;C180;P048;S005;5;0.05;Credit Card
T01921;5/11/2024;C152;P017;S002;2;0;Credit Card
T01922;18/03/2025;C103;P040;S001;3;0.05;Credit Card
T01923;6/08/2025;C110;P035;S001;5;0.05;Cash
T01924;21/08/2024;C014;P035;S004;4;0.1;Credit Card
T01925;27/07/2024;C057;P014;S003;4;0.15;Cash
T01926;24/02/2025;C131;P013;S004;1;0.1;Cash
T01927;13/04/2024;C069;P049;S003;3;0.1;Mobile Money
T01928;25/03/2024;C064;P033;S003;1;0.05;Cash
T01929;28/06/2025;C001;P002;S001;3;0.05;Bank Transfer
T01930;18/06/2024;C121;P050;S003;5;0;Mobile Money
T01931;23/01/2024;C048;P016;S003;4;0.1;Bank Transfer
T01932;24/10/2023;C078;P049;S001;1;0;Credit Card
T01933;24/06/2025;C085;P037;S003;3;0.1;Credit Card
T01934;23/06/2024;C167;P038;S003;2;0.15;Cash
T01935;24/09/2024;C028;P009;S002;5;0;Cash
T01936;9/09/2025;C151;P004;S002;2;0.15;Cash
T01937;12/11/2023;C020;P041;S005;5;0.1;Bank Transfer
T01938;2/08/2024;C186;P017;S004;2;0.05;Cash
T01939;25/02/2025;C033;P034;S002;4;0.1;Bank Transfer
T01940;28/06/2025;C094;P025;S004;1;0.15;Cash
T01941;7/06/2025;C124;P039;S004;5;0;Credit Card
T01942;4/06/2025;C154;P026;S003;2;0.1;Cash
T01943;20/10/2024;C145;P013;S001;2;0.15;Mobile Money
T01944;4/03/2024;C176;P045;S005;5;0;Credit Card
T01945;21/05/2024;C113;P025;S005;4;0.15;Mobile Money
T01946;23/06/2025;C156;P042;S003;2;0.05;Cash
T01947;2/06/2025;C041;P039;S005;2;0;Mobile Money
T01948;5/07/2024;C129;P047;S005;3;0.1;Credit Card
T01949;9/07/2024;C076;P002;S003;5;0;Credit Card
T01950;2/03/2025;C058;P011;S001;5;0.05;Bank Transfer
T01951;15/06/2025;C011;P036;S002;3;0.05;Bank Transfer
T01952;11/04/2025;C014;P002;S002;2;0;Cash
T01953;10/11/2023;C167;P018;S003;5;0.1;Bank Transfer
T01954;30/06/2025;C022;P011;S005;3;0.05;Mobile Money
T01955;2/09/2024;C157;P002;S003;3;0;Cash
T01956;1/03/2025;C092;P038;S002;3;0.05;Bank Transfer
T01957;17/01/2025;C005;P024;S005;5;0;Mobile Money
T01958;24/03/2024;C168;P035;S003;5;0.05;Mobile Money
T01959;22/12/2023;C057;P030;S003;3;0.05;Mobile Money
T01960;5/08/2024;C040;P024;S004;2;0.15;Bank Transfer
T01961;9/11/2024;C038;P021;S004;1;0.15;Credit Card
T01962;1/01/2024;C118;P036;S002;2;0.05;Mobile Money
T01963;18/09/2024;C187;P045;S002;3;0;Bank Transfer
T01964;14/08/2024;C042;P049;S002;4;0.05;Cash
T01965;10/06/2024;C037;P021;S001;4;0.05;Mobile Money
T01966;20/02/2024;C166;P002;S004;1;0.05;Cash
T01967;9/10/2023;C155;P030;S001;4;0.15;Cash
T01968;19/03/2024;C029;P030;S001;1;0.05;Credit Card
T01969;21/02/2025;C198;P009;S001;3;0.05;Cash
T01970;2/12/2023;C003;P041;S001;5;0.1;Cash
T01971;21/08/2024;C052;P011;S002;4;0.15;Credit Card
T01972;15/05/2025;C079;P046;S003;4;0.05;Credit Card
T01973;22/07/2024;C015;P001;S005;3;0;Cash
T01974;18/05/2024;C012;P024;S001;5;0.1;Cash
T01975;16/11/2023;C131;P032;S004;2;0;Credit Card
T01976;2/10/2024;C007;P013;S002;4;0.15;Credit Card
T01977;24/10/2024;C091;P021;S003;2;0.15;Cash
T01978;21/09/2023;C126;P012;S002;1;0.05;Cash
T01979;8/11/2024;C073;P024;S003;1;0.1;Cash
T01980;28/01/2025;C093;P018;S001;1;0.05;Credit Card
T01981;6/05/2025;C110;P019;S005;3;0.05;Mobile Money
T01982;18/10/2023;C039;P028;S003;5;0.1;Bank Transfer
T01983;16/01/2025;C027;P019;S003;4;0.1;Bank Transfer
T01984;3/03/2025;C183;P024;S001;1;0.05;Credit Card
T01985;4/01/2025;C082;P024;S002;4;0.15;Mobile Money
T01986;2/02/2025;C018;P032;S001;5;0.15;Bank Transfer
T01987;8/01/2025;C038;P021;S001;3;0.05;Credit Card
T01988;4/04/2024;C197;P049;S004;3;0.1;Mobile Money
T01989;25/12/2023;C109;P042;S004;4;0.1;Credit Card
T01990;10/01/2025;C168;P036;S002;4;0.15;Mobile Money
T01991;17/05/2024;C138;P010;S005;4;0.05;Mobile Money
T01992;7/11/2024;C022;P037;S005;4;0.05;Cash
T01993;15/09/2023;C061;P013;S003;1;0.05;Cash
T01994;7/09/2025;C093;P029;S005;4;0.05;Cash
T01995;4/04/2024;C016;P043;S003;3;0.05;Bank Transfer
T01996;24/10/2023;C118;P034;S002;5;0.15;Credit Card
T01997;29/12/2023;C054;P027;S002;1;0.05;Cash
T01998;5/01/2024;C179;P009;S002;4;0;Mobile Money
T01999;24/04/2024;C096;P020;S001;1;0;Mobile Money
T02000;6/01/2025;C153;P010;S002;1;0.05;Bank Transfer
T02001;7/08/2024;C037;P001;S001;2;0;Cash
T02002;29/12/2024;C146;P038;S004;2;0.05;Mobile Money
T02003;17/09/2023;C191;P048;S002;5;0.1;Mobile Money
T02004;25/06/2025;C106;P039;S003;4;0;Bank Transfer
T02005;6/08/2025;C029;P047;S002;1;0;Credit Card
T02006;13/03/2024;C129;P040;S002;1;0.15;Mobile Money
T02007;13/10/2024;C175;P011;S004;5;0.1;Bank Transfer
T02008;26/03/2024;C182;P024;S002;4;0.05;Bank Transfer
T02009;28/03/2024;C024;P008;S005;4;0.05;Credit Card
T02010;4/04/2025;C103;P025;S005;1;0.05;Mobile Money
T02011;3/10/2024;C048;P003;S005;5;0;Mobile Money
T02012;15/12/2023;C123;P047;S003;4;0.15;Credit Card
T02013;7/04/2024;C014;P016;S003;4;0.05;Bank Transfer
T02014;19/12/2023;C028;P050;S001;1;0.1;Bank Transfer
T02015;11/02/2025;C008;P025;S002;3;0.05;Cash
T02016;20/02/2024;C017;P036;S002;5;0;Bank Transfer
T02017;30/09/2023;C049;P005;S005;2;0;Credit Card
T02018;15/12/2024;C069;P046;S001;5;0;Mobile Money
T02019;8/12/2023;C012;P029;S001;3;0;Bank Transfer
T02020;20/03/2025;C003;P045;S003;3;0.15;Credit Card
T02021;15/11/2023;C081;P017;S004;3;0.05;Cash
T02022;25/02/2024;C085;P047;S004;5;0;Credit Card
T02023;5/07/2024;C007;P005;S005;4;0.15;Cash
T02024;1/12/2023;C075;P028;S002;2;0.15;Cash
T02025;6/10/2024;C161;P021;S001;2;0.05;Credit Card
